#gene_id	chr	edi_untreated	pi_untreated	edi_ratio	pi_ratio
CG12159-RA	chr2R	0.66537851191719	2.25230799924073	0.231050349146387	0.581298454605336
CG17698-RB	chr3L	-0.0499076064114927	-0.316376996527087	0.0568508196842358	0.224545556967638
CG30051-RC	chr2R	NA	NA	0.42308977157358	0.636646656010089
l(3)01239-RA	chr3L	-0.55694812455156	1.2147830859477	0.0471339755910933	0.521334480640871
Cpr-RA	chr2L	0.282122422667027	4.63041019431348	-0.0610807095163509	-0.0501679436231153
cnn-RB	chr2R	-0.115986194331508	2.98239982864363	-0.333297628177805	-0.0480838005339179
CG10399-RA	chr2L	0.530514716698775	-0.415678839605426	0.766119899500539	0.540424104644658
sop-RA	chr2L	0.579039944718998	1.78538520045892	0.0471359842284125	0.0852560333280219
l(2)k14710-RA	chr2R	-0.828038811764375	1.18841636448721	0.147796408959562	0.677015654156035
CG5214-RA	chr3R	0.556125465767843	2.15068603322008	0.00530288747226179	0.570420309247139
CG5830-RA	chr3L	0.143880982094813	3.62764275242101	0.214499864711644	0.395833908440046
Not1-RE	chr2R	0.0164624664386394	0.75136112350983	-0.0228437436236056	0.376318521185477
Socs44A-RA	chr2R	0.78276928377933	1.31259023030803	-0.325477161968433	-0.175463918179895
CG42327-RE	chr3R	-0.346397696704877	5.0311768168432	1.08390377062781	0.0727228300819484
Moca-cyp-RA	chr3R	0.365932026821366	2.62619444325728	-0.042762325546532	0.239071578058325
CG1603-RA	chr2R	-0.754146699955228	0.771830474208543	-0.180386127465611	0.0751223053331562
CG5126-RA	chr2L	0.0888092669578511	1.2259212328167	-0.212932092087382	0.290018846932618
Pimet-RA	chr2R	0.103747924837826	4.06796924832012	-0.0313054978179924	0.0901106607616392
CG6664-RD	chr3L	0.936188936745178	1.02375213589899	0.0286887588160411	0.317424540856504
M(2)21AB-RG	chr2L	0.324326048894725	0.266075938468018	-0.0700193001932168	-0.0122260348331599
aralar1-RC	chr3R	7.40174839971927	2.0894981508391	-0.772267530288007	-0.230005605446324
Slip1-RA	chr4	-1.35762684627204	1.09205309789465	-0.0257427922792096	0.398670286039786
Pka-R1-RR	chr3L	2.56213335361828	1.46645932252943	0.733147545196991	1.14530844087104
CG42487-RA	chr3R	1.32832586608551	2.82506687783987	0.130703691644598	-0.0280143761695963
shep-RB	chr3L	0.586320819220755	4.26146406249361	0.0702006496089631	0.149257040212097
ash2-RB	chr3R	-0.540568381362703	1.32732808262995	0.171631900193985	0.239566125329891
RecQ5-RC	chr3L	-1.67005901388276	1.21349776209322	-0.366287851682465	0.0738976780101932
Pka-R1-RN	chr3L	0.988741254296669	0.558629673451748	-0.122560609652755	-0.710237495070948
CG4050-RA	chr2R	0.773266654069149	2.25370304689925	-0.237805714820492	-0.0133944657918102
Caki-RG	chr3R	0.205273887770584	-0.224636887989792	-0.0821867297714175	0.0842868464819671
PSR-RA	chr3R	-0.889991227604435	1.81647418901752	-0.310165512753206	0.144397429540764
Nep5-RC	chr3R	-3.08431628593348	0.174437122572444	-0.459394683753183	-0.147914205377171
MED6-RD	chr3R	-1.81793967269877	-2.19922631729811	-0.514112990180575	-0.145054272617724
CG5390-RA	chr2L	0.955297315772254	2.96347412397489	-0.279613082953657	0.480334357919089
CG17141-RA	chr3R	1.18111268207477	0.263034405833794	-0.552623819955021	-0.610560086386636
CG15134-RB	chr2L	0.126079748379573	-1.13436857651938	0.112861288262324	0.0111562211110778
gd-RA	chrX	-0.205337305583156	-0.683748916898236	-0.352168868495293	0.582987017678152
CG3434-RA	chr3L	-0.764511921051868	1.47092725747513	0.329501314592162	0.469340601453746
CG14229-RA	chrX	-1.32744509985493	2.589859343936	-1.32192809488736	-0.891952826593567
As-RA	chr3L	0.0830510407089592	0.756873472820237	-0.145605748413803	0.459765497228998
Mtl-RC	chr3R	0.736104026484049	2.32484736419665	-0.552978933197837	-0.246843625562383
trol-RF	chrX	-0.124377743283001	5.70863077240922	0.0571053270321079	0.891605588738814
Dyrk3-RE	chr4	-0.184889540756599	1.27868853162419	0.0585754841959	0.458538293311852
lbk-RB	chr2R	0.154273267069875	-1.11565898572569	0.445212137954726	0.785655720374939
RpL24-RA	chr2L	1.5541015370164	3.79882077375052	0.0460794295356434	0.227485086970553
Pk61C-RD	chr3L	-0.49647969879131	2.42668917952673	-0.395942122860047	-0.0350243566484934
l(1)G0232-RD	chrX	0.309650542273799	1.0377107123091	-0.178130896531728	-0.0956687363397555
CG16965-RA	chr2L	-1.43953799603035	4.14604015777944	0.005308112303051	-0.0306481064049024
Aats-tyr-RA	chr3L	-1.19592020997526	0.822118274729345	-0.214340149041714	0.0909367052954889
CG9293-RA	chr2L	-1.44813547811647	2.504718165779	-0.302234746644267	-0.18123694780879
nrv2-RA	chr2L	0.9060678792729	3.3416341081923	-0.167113871451645	-0.45660920731597
CG32767-RE	chrX	0.536734317945223	2.12807339414078	-0.272543276759669	0.329257636685849
olf186-F-RD	chr2R	1.77145522800886	1.66046212008105	0.181637148832403	0.222716950646308
CG4169-RA	chr3L	-0.102762776319314	1.51322753290364	-0.0576316177992337	0.418611182158661
CG5174-RB	chr2R	0.368091127820748	1.25009030264072	-0.107775459374536	0.131183926424658
Pp1-87B-RA	chr3R	-1.20405269385898	1.02788166618939	0.0291912174167522	0.308070917205268
Ykt6-RA	chrX	-0.238103830700371	0.699196245148244	-0.809911959237981	-0.270736813175145
CG11802-RA	chrX	-0.343056085471718	1.66979065197444	1.07632228364514	0.737520370193378
Idgf3-RB	chr2L	-1.20428616231548	3.26430184262457	0.0682113411415082	0.520286351610269
GABPI-RA	chr2L	1.03491173611627	1.78389895249886	-0.338479032307089	-0.100666755569563
Txl-RA	chr3L	0.754914098807141	1.66227061644363	-0.268426114145099	0.0748113708210394
ash2-RD	chr3R	1.01367493689708	1.7129918894618	-0.531697350620968	0.126177106077151
Gbeta13F-RC	chrX	0.19716703206597	2.0311385118089	-0.55729870684939	0.0140889666523782
CG1513-RB	chr2R	1.04362693240026	-0.613334244997828	-0.570462613531569	-0.444388323011255
Psn-RB	chr3L	-0.0148836721967708	-0.389299937865236	-0.326827572687011	0.220433207597528
CG11055-RA	chr2R	-0.250808103500534	1.97934820332329	-0.0951788271624408	0.234321595032266
feo-RA	chrX	-0.345487670053644	0.0414903791356734	-0.291900548358683	-0.229148508943912
nimB5-RA	chr2L	0.791670580572496	-0.752144337334603	-0.0931213152356196	0.485205809162783
Ugt35a-RA	chr3R	0.00445023581656087	3.67374485147568	0.52029004568832	0.980613940026322
His3.3A-RB	chr2L	0.485426827170242	1.44791415559305	0.532110618455425	0.434781434577262
fs(1)h-RA	chrX	-0.470183417861608	-0.418691708194505	-0.694416961789838	-0.121736283530573
Gs2-RC	chrX	-1.37918264421508	3.53627531452537	-0.110252387478023	0.340304192128552
Syx8-RA	chr3L	-0.0672532709095804	1.09220743809709	0.437063805608839	0.36926925367031
endoB-RD	chr2R	-1.81451826865579	2.18586654531133	-0.446312066301992	0.265750378779655
CG10038-RA	chr3R	-0.342735205307092	1.91963113149838	0.0367782559526161	0.502365414642629
fliI-RA	chrX	-1.18406780777525	0.394110913600946	-0.172000130660561	0.241168784363733
CG9121-RA	chr2L	-1.34792330342031	1.59318300752613	0.432831571110954	-0.00412264302385879
CG1308-RA	chr3L	-0.336852989845653	0.692905843358624	-0.0384990415922198	-0.0441168517554956
kis-RB	chr2L	-0.230467914233046	-0.498567538289977	-0.619985430151627	-0.0545229145661431
galectin-RA	chr2L	-2.22912785485744	0.499810474482553	-0.0798922146488835	-0.0332261955257613
CG5877-RB	chrX	0.2877266107497	-0.473931188332412	-0.67611038877935	-0.854423175714384
Apf-RA	chr2L	NA	NA	1.13750352374994	0.705188033039253
CG11790-RB	chr3R	-2.34395440121736	2.2780748847551	-0.0891541261812073	0.0967549377142496
desat1-RA	chr3R	-1.60585753939757	-1.14176883072273	0.307534166080144	0.613173169698315
CG10462-RC	chr2L	-1.66675808286756	0.414326743087954	-0.268790495965361	0.0274496740932401
CG7429-RA	chr2L	-0.415037499278844	0.506906554580693	0.672425341971496	0.891471735427954
mld-RA	chr3R	-3.3702207129632	NA	-0.506213305193297	-0.442169250781944
alpha-Adaptin-RA	chr2L	-1.36120878688228	-0.697506550325579	-0.277126374194327	0.137937828060604
CG10979-RA	chr3R	-1.02523729149902	0.620138867605048	-0.0125351899685367	0.385186168113029
CG7375-RA	chr3L	-1.22239242133645	0.763027047379097	0.238424938489793	0.529668696220833
CG5199-RA	chr3L	-0.288724280519284	2.17651254305107	0.072608439404874	0.140806146422776
CG17325-RA	chr2L	-0.598383016483477	-0.37632039170599	-0.637429920615291	0.0647702553902397
ari-1-RB	chrX	-0.130824039137304	1.55799545312088	-0.518312309704124	0.13131654740665
CG8289-RA	chrX	-0.34117386123736	2.91376322896215	-0.133071633865526	0.238333102893948
CG11267-RA	chr3L	-2.28437637796304	0.357577595433972	-0.0560929728032936	-0.274372929664302
CG32409-RA	chr3L	-1.30319153230578	0.916678956007441	0.209334879916299	0.760182598712092
shn-RA	chr2R	1.99495243048594	-0.227587337442725	0.255877007177609	-0.823492801082637
CG3797-RA	chr3L	0.0127672960738796	2.19507037264117	-0.00367018212368571	0.496118050746451
CG3191-RA	chrX	-0.906890595608519	0.705579861939098	0.812247600691927	0.855591304961636
CG7950-RA	chr3R	0.227231889474446	-0.00826761598360092	-0.453738925119799	-0.379221969468383
sec8-RA	chr3R	0.0283983849872242	0.0271677970201529	0.0532101709435478	0.646055705291958
CG33523-RD	chr3L	3.94909942500206	0.722271709023175	0.72588021353513	-0.0144995696951151
CG30497-RA	chr2R	-0.264121476950839	3.55178071914119	0.0384460966545137	0.216903347881955
CG32418-RA	chr3L	0	0.87289440969261	-1.17833724125851	-0.764621937069071
pr-set7-RB	chr3R	0.255987717041493	1.3116357465914	-0.40628619835338	0.303274411555674
CG12264-RA	chr2L	-0.620630449434189	-0.260799401450485	-0.0143395528258441	0.226506618955588
CG1637-RB	chrX	-0.291462328893185	2.45005806542753	0.251482120189015	0.863646377330377
CG5946-RC	chr3L	1.18918793926625	4.01235413040787	-0.13113525061783	-0.0382589535423005
CG7484-RB	chr3L	1.65025396097288	2.19103617730116	0.101137778147419	0.551371849549099
Nup98-RA	chr3R	-0.93371280046155	0.789854786795723	-0.00713307798317343	0.300037602757609
CG9706-RA	chr3L	-0.0310268956206247	1.07330976419411	-0.501830846588952	0.145643418761479
Caf1-RA	chr3R	-1.35180673790754	1.51511408205595	0.110376359758881	0.448044159053693
trio-RE	chr3L	1.03254733310622	-0.407618712439429	-0.202707585041642	0.717891675713862
koko-RC	chr3R	1.17875582105073	1.0870307395298	0.598540907221696	0.744090028599584
br-RH	chrX	5.64775613446976	NA	-0.414256716747114	NA
CG8908-RA	chr2R	-2.8073549220576	0.597060845243672	0.238358744285666	-0.115027849703832
APC4-RB	chrX	-0.481830615118178	1.17828415952034	-0.268097218483478	-0.11213405711094
CG3016-RA	chrX	0.113929261218977	-1.53533173299656	-0.223147901871983	-0.192366592266232
CG11537-RC	chr3L	0.307985876749315	2.96667906690614	-0.415182685435654	0.424624194802889
CG6905-RB	chr3L	-0.312535047946412	1.92141359275826	0.0333592251062844	0.33256039282872
CG4806-RA	chr2R	-0.736399573325474	0.757846189394852	-0.29977885545843	0.108934371553165
Sox14-RA	chr2R	0.135783129586781	2.21179097625254	-0.0508522118236555	-0.276640021356294
shep-RD	chr3L	0.980623895641537	NA	-0.165283491312291	-0.0910572062632367
mfrn-RA	chr3R	-0.707446507246151	2.97294540954442	0.131210100432682	0.0546174858495498
Sxl-RA	chrX	-0.322111639256474	0.42758480537828	-0.695481607710253	0.0658694516650414
CG5569-RA	chr2R	NA	NA	-1.17847530480624	-0.781359713524659
Mio-RB	chr2L	-2.18601379011601	2.11150333527928	-0.20023095421413	0.207016954329368
CG7516-RA	chr2L	-1.01673265215455	-1.57514799826414	0.0849136391860692	0.645763122869284
CG1623-RE	chr2R	-0.607041108791805	0.360380803111743	-0.0511041953553629	0.167870947268576
Btk29A-RA	chr2L	-0.096893456494359	5.55084956335407	0.126933058900625	0.505265415292344
Kr-h2-RB	chr2L	0.0824621601919666	1.06228427825434	-0.112011887663397	-0.0226345251589433
CstF-64-RA	chr3R	-2.00155546650204	-0.465502566261832	-0.588738117137956	-0.158114717883749
rtet-RA	chr3R	0.359484099510962	2.03665403832921	0.268009342058847	0.359478388069075
CG4069-RA	chr3L	0.520832163301439	1.05778929111176	-0.0577154978562877	-0.205028802398229
RpL26-RA	chr3L	0.105882863950535	-1.28743243659515	0.0500801545402717	0.0448414729841628
Trap1-RA	chr2R	-1.27510723813437	0.449759442715173	-0.368840969094085	0.21344127880262
meso18E-RB	chrX	-0.0968728174004933	NA	-0.141000736163143	1.48645953662085
Set2-RA	chrX	-0.706820500341679	1.38277115894228	-0.344420478944125	0.438069946201508
Akt1-RA	chr3R	0.619283356722513	2.01841505277762	-0.316944979116656	0.470186131039507
mad2-RA	chr3L	0.273018494406412	1.90727526299938	-0.380244590478185	-0.484941969144878
l(2)06225-RA	chr2L	-1.29099623533547	0.679202987131283	-0.350270068902279	0.0958756736555017
Sir2-RA	chr2L	-1.47930870050021	3.02379377793871	-0.128221402455024	-0.206873969833004
CG14235-RC	chrX	0.246563801754585	1.91124416520233	-0.473777200666597	0.546652114691192
CG14805-RA	chrX	-0.0520088391398322	0.247974239651775	-0.149337881891814	0.427173068591418
Pnn-RB	chr3R	-1.27439426799834	-0.0797889133649177	-0.187422718000385	0.0790413615151193
CG6231-RC	chr3R	2.0128580238523	2.93342247294809	0.690929911502417	0.29892568945445
dgt2-RA	chr2L	-1.51059793240748	0.115314651073386	0.177867022571113	0.186637232198847
Rab30-RA	chr2L	-0.0995356735509149	-0.0374139616431169	-0.235443212986271	0.320115255473251
CG11180-RA	chr2R	-0.432050336646853	1.46173073472689	-0.0450939879655233	0.32469891759805
CG4857-RC	chrX	-1.6507645591169	-0.167916276048437	-0.108106114113554	0.449308221365309
CG31251-RA	chr3R	0.758991900496203	1.42405385405422	-0.0500110272141121	0.333609899935002
sec71-RA	chr2L	-0.565979371065936	0.854795162169671	-0.244890524263011	0.0977513622713692
CG2064-RA	chr2R	-0.690455629568469	2.18138801894085	0.346179165055092	0.344396065093734
CG12079-RA	chr3L	-0.511695012291861	0.100689368167279	-0.129271016936308	0.184513431661669
png-RA	chrX	NA	NA	0	0.956746802046113
heix-RA	chr2L	-0.586126433854791	1.04007578094536	-0.286360715986409	0.185807647888845
CG30410-RB	chr2R	0.548215097625992	4.08790406872561	0.240770950651301	0.532263614830989
CG9577-RA	chrX	0.465663572348811	1.1710237791351	-0.281068328664056	0.138216141714975
CG8397-RA	chr2R	1.51364648719193	3.02790599656988	0.977711932798216	1.17323447865508
CG1218-RA	chr3R	1.30812229536233	1.66837850890879	-0.563772878889983	-0.320974246891697
Ipk2-RA	chr2L	0.7925339180825	1.58915333893575	-0.834954217797117	-0.558900204134961
Itp-r83A-RA	chr3R	0.395838131564363	7.00171291319559	-0.350430134897385	-0.0678909600673803
lqfR-RC	chr3R	-0.0544477840223763	1.95355201391487	-0.0918332477042113	0.238623182170508
CG31120-RA	chr3R	0.060328767259864	-0.0518069430706881	-0.0681715026415791	0.271302021817397
l(2)35Bd-RA	chr2L	-0.431146321835615	2.73721647583641	0.29937806587623	0.7128220707818
CG13151-RA	chr2R	0.828701657148997	2.02974734339405	0.318529518425495	0.337524949938382
RpS27A-RA	chr2L	0.454221164707397	0.488188568769925	0.071189102265345	0.372313555510564
CG1347-RB	chr3R	0.147655941171194	2.34627011373965	0.0169967124657701	0.23505563738273
LanB1-RB	chr2L	-0.177487394478906	1.86504317125996	-0.0556956246490863	0.332642601134107
Or7a-RA	chrX	-1.89064888537691	-0.919342336654775	0.741081702638437	0.748694886748316
CG3448-RB	chr3L	-1.011055188509	0.947354458611607	0.0479167858119837	0.0225037852752564
CG6567-RB	chr3R	-0.444099964881307	0.92381717724852	-0.461663277287801	0.203233239077106
scaf6-RA	chr3L	-0.311243498876413	1.16847329788688	0.0519204283114108	0.421047976025455
jim-RB	chr3L	-0.633821075972991	NA	-0.293916529421915	NA
alph-RB	chr3R	-0.67857880551759	1.75230443651046	0.0344535829754375	0.245508612394425
CG7998-RA	chr3R	0.1395254048796	1.51096191927738	-0.328591825168372	0.294524691961605
tamo-RB	chr2R	0.179753927389085	-0.401211344411828	-0.115721101291853	0.530319836914496
CG6951-RB	chr3L	1.99291057521368	-1.05771549785629	-0.431400320142167	0.674763067378015
CG32152-RA	chr3L	-0.202182922191088	-0.509359860169951	-0.306038134794121	-0.2531981893603
CG4078-RA	chrX	-0.795440132870193	0.566693402456676	-0.060248727840096	0.456358558884467
CG7207-RA	chr3L	-0.963259453184983	2.86698566940994	0.132473586067663	0.563299516731233
Kap-alpha3-RD	chr3R	1.66317032617174	2.6981479066331	-0.0805238455297851	-0.122232268495306
CG10171-RB	chr3L	-0.667265150156054	1.3962377921501	0.033358596946435	0.506753668370458
Rtnl1-RK	chr2L	0.741323089972365	1.0580504754798	-0.119867608495147	-0.161343057193817
Sclp-RB	chrX	-0.928314664561723	2.63900855893375	-0.418952549282226	-0.564203940554359
CG31668-RB	chr2L	-0.795599859063986	1.87383753421736	-0.642051997880795	-0.399344139659683
MESK2-RI	chr2R	-0.0347883012580971	2.51470894950304	-0.0765957536314182	0.180969068447933
betaInt-nu-RA	chr2L	0.0940945154170552	3.91647037932785	-0.413586587960325	0.300803839099939
CG6178-RA	chr3R	-2.00898878322726	1.74278555311819	-0.0424646836258248	0.299517579323613
CG11926-RA	chr2L	-0.50146031041742	1.47169572146074	-0.141373175689758	0.307332397888062
CG10082-RA	chr2R	-0.100269762588394	5.20453049543415	0.0931395333451675	0.350628669787352
Tapdelta-RA	chr2R	0.931143944538511	2.98588612608071	-0.403319833725477	0.326275654803719
koi-RA	chr2R	-0.390432433233366	-1.60743278152485	0.256330886676656	0.155087850271558
beta3GalTII-RA	chr2R	0.64745782693084	-1.33542792536648	-0.550206784122545	-0.440961064176847
CG13123-RA	chr2L	-1.82405121092992	0.126972856257766	0.200912693925994	0.462161411392873
Aats-arg-RA	chrX	1.53618568766763	3.05147821266766	-0.071856545836833	-0.0557660535017308
CG7824-RB	chr3R	1.36923380966572	2.51740168727463	0.662376277745521	0.624308618141714
CG42374-RA	chr3L	-1.36393562140894	-4.87103367367655	-0.324149243435777	1.74602493345367
ana1-RB	chr3R	-1.39431214360058	-1.47807821202961	0.101461850932329	-0.011825435396789
CG15914-RA	chrX	-1.24981298172873	1.31658874149449	-0.612924330222833	0.280187155498724
tkv-RB	chr2L	-0.752072377442087	0.0648064368431077	0.0524144381379382	0.13202839368378
CG31731-RA	chr2L	-0.711137012100049	0.182421382566613	0.075443485639936	0.52156632759314
sip2-RA	chr2L	-2.48102164805024	1.79132788261589	-0.164320582818045	0.324638763495219
lqf-RD	chr3L	-0.772596695732412	-1.5564576411798	-0.0519499068505062	-0.0924953609513167
Kap3-RI	chrX	-1.30778776080004	-3.82549749440647	-0.833253755714754	-0.335136084334271
MTF-1-RE	chr3L	1.20501607372819	0.422233000683048	-0.566669144363709	-0.22936197615129
vig-RC	chr2L	-0.874135090523546	-0.913059769369211	0.119017317297206	0.451200665723739
CG5780-RB	chr2L	-1.7170660367285	-0.406725916116352	0.572889668420581	0.93545974780529
Cct1-RD	chr3L	-0.514901692449565	0.420238166174731	-0.0570771337042637	-0.188509582046716
Tsp97E-RC	chr3R	0.880729611740902	1.20208997721546	0.0929939472235739	0.336049203132012
Treh-RA	chr2R	-0.344978553578115	3.38881522403776	-0.088888827195261	-0.278434609420405
CG15107-RA	chr2R	0.95931090632402	2.29136780428531	-0.032820177443676	-0.0289095600845307
CG8602-RA	chr3L	-1.21340363810919	0.880626758482123	-0.0769027833663312	0.476652320412309
CG10949-RA	chr2L	-1.29603074865236	-0.85383919786979	-0.192265179415117	0.0554083607788298
CG7220-RA	chr2R	-0.212591466245048	0.833705928610322	0.043839568096449	0.350147120874218
bsk-RB	chr2L	0.554347080134637	0.666465285464657	-0.645765544688104	-0.0109678080516311
CG2225-RA	chr2L	-0.376428004498558	3.1554610534072	-0.241518349021508	0.129645124672352
CG14205-RA	chrX	-0.564253694796019	0.454855128151683	-0.87286701331964	-1.00705475753395
Prosbeta7-RA	chr3R	-0.723026403208332	-1.17918792277128	0.0552947280371176	0.42365281167473
aux-RB	chr3R	-1.53297715567064	0.374638474539715	-0.0762677314569744	0.180530345859401
alpha4GT1-RA	chr2L	0.190438208335037	0.786959258394012	-0.126653620606625	0.499944711131976
CG6195-RA	chr3R	-0.354985322521229	1.9480792343364	-0.0621421758123774	0.27095578885524
alt-RA	chr3R	-0.522239799287764	1.66111086809078	-0.332292903688677	0.123694091550834
kis-RA	chr2L	0.0136263523093259	3.94466848599261	-0.0440996212827332	0.186304212165764
Vrp1-RK	chr2R	-0.0989557749296169	4.52010630579332	0.108700927675795	0.0246237056411052
CG10263-RD	chr2L	-0.988769947959679	0.553746290946343	-0.635959821890527	-0.190334264267489
lilli-RD	chr2L	-0.305814139289694	0.638471082324244	-0.0555670029166587	-0.177886287144995
CG7739-RA	chr3L	-1.23229088240268	0.749209690096825	0.0336832340926333	0.431064077304156
CG31248-RA	chr3R	-2.50320152889822	-2.32874358462547	0.260866569151086	1.19350493395726
CG10445-RC	chr3R	-0.59607525512926	0.799868163995584	-0.31032233053698	0.0766107102585072
CG14526-RB	chr3R	-2.7939006875362	2.27055993928852	-0.0651288114307022	-0.0263677094945844
CG12316-RA	chr3L	-0.0785334025466892	2.02693838450015	-0.123708201579383	-0.121110157466756
CG12736-RA	chr2R	-0.515919598537275	1.05004887960722	-0.495207847962828	-0.277211018834645
CG6236-RB	chr3R	-0.449633818939888	1.69390506938195	-0.128017697217292	0.514196244012232
pie-RA	chr2L	-0.660208395182167	1.18738770708047	-0.220781918781723	0.221044219292634
l(1)G0004-RA	chrX	-0.415037499278844	0.332769301851465	0.0588936890535732	0.250404624561476
CG3814-RA	chr2R	-3.72916109973552	0.640904688760944	0.365698005148288	0.19887000491851
Pros28.1-RA	chrX	1.40005995597563	2.68350932219122	0.0732041268650424	0.206900378885337
l(2)35Bg-RA	chr2L	-0.355105816807583	1.67340063868543	-0.138309908627786	0.381870799929928
lig-RD	chr2R	-0.314070559949151	-0.508226066063874	0.157275073253617	0.200587444490058
CG31133-RA	chr3R	0.489054663328939	1.84326924058333	0.040092491045309	-0.151184310766495
CG9306-RA	chr2L	-0.331052829262445	1.71149490665009	-0.889645215192652	-0.980752622906606
sqd-RA	chr3R	-0.730204102909074	1.61030195989818	-0.0924217197434943	0.174810562617473
l(1)G0232-RE	chrX	0.565406261103442	-0.0918352277296441	-0.0753176418662896	0.117959554982951
l(1)1Bi-RA	chrX	0.218180170049535	-0.623482802783367	-0.612976876890753	0.177304531807909
CG33170-RA	chr3L	1.62227565918921	1.633198686374	-0.00856836989824202	0.292491643648567
CG13901-RA	chr3L	0.252507891668761	0.389397371978524	-0.122856747785533	0.143575057553626
elav-RB	chrX	0.413727744272054	0.829486410794555	-0.297468769576634	-0.422584308332192
CG13510-RA	chr2R	NA	NA	-0.267480310864986	-0.836961384142929
Myd88-RA	chr2R	-2.11028205501491	1.3828528672906	-0.375413335428113	0.127067984478063
rdgBbeta-RA	chr2R	-0.923131236615729	2.74815358932212	-0.234423796287319	0.330710309416594
gw-RG	chr4	-0.865364511810194	-0.689621002499138	-0.105919320765964	-0.140325874043998
CG5727-RA	chr2L	-2.86614425326521	-0.662003536484984	0.369233809665723	0.554800530210904
olf186-M-RA	chr2R	-2.22817014247827	2.29670775175021	-0.00610475477056873	0.18989598616121
CG4853-RB	chr2R	-0.528165768994056	-0.612481753045362	-0.192157093232947	0.614091972655788
CG10703-RA	chr3R	-0.755585520233197	1.69028561872194	-0.172237751700309	0.224028360088121
CG31109-RA	chr3R	NA	NA	-0.359502822315189	0.145323028209241
CG3887-RA	chr2L	1.3366310604115	2.20008901289901	0.0267739062030188	0.0248746686390348
cerv-RB	chrX	0.620386466575055	2.34752393077005	-0.148863385914484	0.381973432826472
milt-RB	chr2L	-0.254029981251361	-1.76387215267647	-0.0711064879192673	-0.140153102163884
CkIIalpha-i3-RA	chr3L	0.31869335128806	0.772096792195691	-0.399330498019122	-0.128541252123562
CG7453-RA	chrX	0.180719636139826	1.65050198835616	0.266035655099297	0.651502977140342
Rox8-RF	chr3R	-0.164210791767632	1.78084506649907	-0.446243571513855	-0.487588168459708
Rab2-RA	chr2R	-0.274941172517968	2.82956045262867	-0.362114836291274	0.133568663423449
cag-RA	chr2R	-0.888354644171091	1.39498713501655	0.487933682780821	0.740536440267639
Dhpr-RA	chr3L	-0.956947146634834	1.16303861585707	0.113377394073899	0.214471440395575
CG12081-RA	chrX	-0.00285117689812356	0.251271076189063	-0.329111064760961	-0.340202266356253
Ipp-RA	chr3R	-0.114367024952001	0.215545480052478	-0.523220395457015	-0.0130133276342513
Grip75-RA	chr2L	0.954080872581529	2.58541801670901	0.185866545311334	0.558686107728874
Rad9-RA	chr3L	2.44846050081629	1.9714056004191	-0.472710426766973	-0.654864513951313
CG3907-RB	chr2R	-1.19828823130521	0.909362853800876	0.0950456879084533	0.353106865752206
CG3704-RA	chrX	-0.0812822975363394	0.580516595689968	0.401683577992392	0.148547773546041
Mob2-RC	chr3L	-0.667137318068004	0.354834319401874	-0.150764953114513	0.181015421780036
l(1)G0289-RA	chrX	0.469630959995309	4.95031909775164	-0.354474648014709	0.340947793128848
Aef1-RB	chr3L	2.05718938284132	1.8538868014982	0.0392113231918707	-0.432959407276106
twin-RA	chr3R	-1.1022445404811	2.60086422747362	-0.21366755517184	0.00533552682799128
Su(P)-RA	chr3L	0.504304837375935	0.438949656686074	-0.315249752890799	-0.061952086309354
nmd-RA	chr2L	-0.200991786880754	2.18180225515894	-0.434095835094528	-0.0734692265127157
Fur2-RE	chrX	-0.303266382993103	2.67432895582804	-0.556439147639987	0.396537713380138
CaBP1-RA	chr2L	-0.415343506256261	-0.494917770962506	0.140528379968827	0.57956988656166
SA-RA	chr2L	-1.05697062324428	0.566683767002848	-0.022844839013636	0.157865876783638
CG1523-RA	chr3R	-0.215684111304581	0.356116319585296	-0.0180339228302613	0.10744628989376
CG30156-RA	chr2R	0.498994397027652	0.624100894628114	0.0617222516653407	0.125530882083858
CG3711-RB	chrX	-0.421213043729891	1.40528971992451	-0.480535513990989	0.521319420213197
nemy-RE	chr2R	-1.67465363104888	-1.55959933882348	-0.168374533200025	0.412374692227761
phr-RB	chr2R	2.91419539623175	-0.0409717810563062	0.134301091711596	0.271208337279492
CG6750-RA	chr2L	1.84799690655495	3.74027998267288	0.162271428898878	0.553846376350716
Atx2-RB	chr3R	-1.9021881359626	0.475008968232861	-0.201372597181272	0.254068936533768
CG8270-RA	chr3L	-0.496018883589691	0.833426935735463	0.195118169104199	0.19667330026792
RhoGEF3-RE	chr3L	-0.411686102941612	-0.798401477782227	0.57031572475675	0.125382622444558
Taf13-RA	chr2L	NA	NA	-0.962525294581337	-0.402478594804475
JhI-21-RA	chr2L	1.18259141327847	4.10902086820828	-0.0804704230804426	-0.251896046601776
CG31441-RA	chr3R	-0.614536248262303	1.36317107711924	-0.228492620872866	0.136032006030371
CG17233-RD	chr3L	-0.154013651292971	2.15650950265033	-0.221977664253581	0.0241443701557376
Actr13E-RA	chrX	-0.979782993405641	1.38561994485062	-0.469427454058166	-0.241556840539997
nudE-RD	chr3L	1.37993369832293	2.95262029896347	-0.676942221534675	-0.149545756961233
CG1291-RA	chr3L	-0.0727652669084868	-0.620662741104084	-0.104659229976144	-0.00817393144569979
CG7441-RA	chr3L	0.6832707094128	1.6800307581507	0.100121178509518	0.704412647063439
